function_path,type,type_name
probe:curve25519-dalek/4.1.3/edwards/&CompressedEdwardsY#CompressedEdwardsY<[u8;/32]>#as_bytes(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&CompressedEdwardsY#CompressedEdwardsY<[u8;/32]>#to_bytes(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsBasepointTable#Mul<&Scalar>#mul(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#Add<&EdwardsPoint>#add(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<AffineNielsPoint>#as_affine_niels(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<CompressedEdwardsY>#compress(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<EdwardsPoint>#double(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<EdwardsPoint>#mul_by_cofactor(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<EdwardsPoint>#mul_by_pow_2(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<MontgomeryPoint>#to_montgomery(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<ProjectiveNielsPoint>#as_projective_niels(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<ProjectivePoint>#as_projective(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<bool>#is_small_order(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#EdwardsPoint<bool>#is_torsion_free(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#Mul<&Scalar>#mul(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#Neg<EdwardsPoint>#neg(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&EdwardsPoint#Sub<&EdwardsPoint>#sub(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/&Scalar#Mul<&EdwardsBasepointTable>#mul(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/&Scalar#Mul<&EdwardsPoint>#mul(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY#ConstantTimeEq<&CompressedEdwardsY>#ct_eq(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY#Default<CompressedEdwardsY>#default(),2,uncalled_original
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY#Identity<CompressedEdwardsY>#identity(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY#TryFrom<&[u8]>#try_from(),2,uncalled_original
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY#Zeroize#zeroize(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/CompressedEdwardsY<&[u8]>#from_slice(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsBasepointTable#BasepointTable<&EdwardsPoint>#create(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsBasepointTable#BasepointTable<&Scalar>#mul_base(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsBasepointTable#BasepointTable<EdwardsPoint>#basepoint(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#AddAssign<&EdwardsPoint>#add_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#ConditionallySelectable<&EdwardsPoint>#conditional_select(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#ConstantTimeEq<&EdwardsPoint>#ct_eq(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#Default<EdwardsPoint>#default(),2,uncalled_original
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#EdwardsPoint<[u8;/32]>#mul_clamped(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#Identity<EdwardsPoint>#identity(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#MulAssign<&Scalar>#mul_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#Neg<EdwardsPoint>#neg(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#PartialEq<&EdwardsPoint>#eq(),2,uncalled_original
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#SubAssign<&EdwardsPoint>#sub_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#Sum<I>#sum(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#ValidityCheck<bool>#is_valid(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint#Zeroize#zeroize(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<&EdwardsPoint>#vartime_double_scalar_mul_basepoint(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<&I>#iter_count(),5,external_assume
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<&Scalar>#mul_base(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<&[EdwardsPoint]>#sum_of_slice(),2,uncalled_original
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<&[u8]>#nonspec_map_to_curve_verus(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<J>#multiscalar_mul_verus(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<J>#optional_multiscalar_mul_verus(),0,direct_libsignal
probe:curve25519-dalek/4.1.3/edwards/EdwardsPoint<[u8;/32]>#mul_base_clamped(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/edwards_specs/specs/lemma_ed25519_basepoint_y(),3,lemma
probe:curve25519-dalek/4.1.3/edwards_specs/specs/lemma_identity_affine_coords(),3,lemma
probe:curve25519-dalek/4.1.3/edwards_specs/specs/lemma_unfold_edwards(),3,lemma
probe:curve25519-dalek/4.1.3/elligator_lemmas/ristretto_lemmas/lemmas/lemma_elligator_nonzero_denominators(),3,lemma
"probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<(Choice,/FieldElement)>#invsqrt()",1,internal_libsignal
"probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<(FieldElement,/FieldElement)>#pow22501()",1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<Choice>#is_negative(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<Choice>#is_zero(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<FieldElement>#invert(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/&FieldElement51#FieldElement51<FieldElement>#pow_p58(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/FieldElement51#ConstantTimeEq<&FieldElement>#ct_eq(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/FieldElement51#PartialEq<&FieldElement>#eq(),2,uncalled_original
probe:curve25519-dalek/4.1.3/field/FieldElement51#batch_invert(),1,internal_libsignal
"probe:curve25519-dalek/4.1.3/field/FieldElement51<(Choice,/FieldElement)>#sqrt_ratio_i()",1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#Add<&FieldElement51>#add(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#FieldElement51<FieldElement51>#square(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#FieldElement51<FieldElement51>#square2(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#FieldElement51<u32>#pow2k(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#Mul<&FieldElement51>#mul(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#Neg<FieldElement51>#neg(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&FieldElement51#Sub<&FieldElement51>#sub(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/&mut/FieldElement51#FieldElement51#negate(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#AddAssign<&FieldElement51>#add_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#ConditionallySelectable<&FieldElement51>#conditional_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#ConditionallySelectable<&FieldElement51>#conditional_select(),2,uncalled_original
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#ConditionallySelectable<&FieldElement51>#conditional_swap(),2,uncalled_original
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#FieldElement51<[u8;/32]>#as_bytes(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#MulAssign<&FieldElement51>#mul_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#SubAssign<&FieldElement51>#sub_assign(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51#Zeroize#zeroize(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51<&[u8;/32]>#from_bytes(),2,uncalled_original
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51<FieldElement51>#from_limbs(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/FieldElement51<[u64;/5]>#reduce(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/load8_at(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field/u64/serial/backend/m(),1,internal_libsignal
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_a_times_inv_ab_is_inv_b(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_add_self_eq_double(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_affine_zero_implies_proj_zero(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_cancel_common_factor(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_cross_mul_iff_div_eq(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_div_mul_cancel(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_double_negation(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_factor_result_component_add(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_factor_result_component_sub(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_abs_mul_sign(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_abs_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_add_recover_double(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_assoc(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_canonical_left(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_comm(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_sub_cancel(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_sub_rearrange(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_add_sub_recover_double(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_curve_eq_x2v_eq_u(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_curve_point_implies_valid_y(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_diff_of_squares(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_element_reduced(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_halve_double(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_inv_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_inv_one(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_assoc(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_comm(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_distributes_over_add(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_distributes_over_sub_right(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_exchange(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_left_cancel(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_one_left(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_one_right(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_square_canonical(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_zero_left(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_mul_zero_right(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_neg_mul_left(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_neg_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_neg_nonzero(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_square_nonzero(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_square_of_pow_mod(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_sub_add_cancel(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_sub_add_common_right(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_sub_antisymmetric(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_sub_eq_add_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_sub_self(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_field_y_sq_one_implies_x_zero(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_foil_add(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_foil_sub(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_foil_sum_reorder(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_four_factor_rearrange(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_inv_mul_cancel(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_inv_of_inv(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_inv_of_product(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_mul_one_identity(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_neg_a_times_inv_ab(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_neg_one_times_is_neg(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_neg_square_eq(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_nonzero_from_mod(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_nonzero_product(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_one_and_neg_one_square_to_one(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pm_minus_mp(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pm_mp_neg_setup(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pm_plus_mp(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pp_minus_mm(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pp_mm_decompose(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_pp_plus_mm(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_product_of_squares_eq_square_of_product(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_quotient_of_squares(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_reassociate_2_z_num(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_reverse_distribute_add(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_reverse_distribute_sub(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_solve_for_left_factor(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_square_matches_field_square(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_square_mod_noop(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_square_sum_expansion(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_sub_neg_eq_add(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_sum_sq_minus_diff_sq(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_swap_sub_negates_mul(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_two_times_one_minus_t(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_two_times_one_plus_t(),3,lemma
probe:curve25519-dalek/4.1.3/field_algebra_lemmas/field_lemmas/lemmas/lemma_v_times_sq_uv3_eq_u_times_w(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs/specs/field_inv_property(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs/specs/field_inv_unique(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs/specs/field_inv_zero(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs/specs/lemma_fermat_for_p(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs/specs/lemma_inverse_unique_core(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs_u64/specs/l51_bit_mask_lt(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs_u64/specs/p_gt_2(),3,lemma
probe:curve25519-dalek/4.1.3/field_specs_u64/specs/pow255_gt_19(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_as_nat_32_mod_255(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_assemble_mod_div(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_assemble_pow_a_pow(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_from_u8_32_as_nat(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_from_u8_32_as_nat_01(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_from_u8_32_as_nat_012(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_from_u8_32_as_nat_0123(),3,lemma
probe:curve25519-dalek/4.1.3/from_bytes_lemmas/field_lemmas/lemmas/lemma_from_u8_32_as_nat_01234(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_equals_field_inv(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_exponent_arithmetic(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_is_multiplicative_inverse(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_power_chain(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_invert_zero_case(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_multiply_by_base_power_addition(),3,lemma
probe:curve25519-dalek/4.1.3/invert_lemmas/field_lemmas/lemmas/lemma_pow2k_to_field_element(),3,lemma
probe:curve25519-dalek/4.1.3/iterator_specs/specs/clone_optional_ristretto_iter_with_spec(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/clone_ristretto_iter_with_spec(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_edwards_from_ristretto_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_optional_edwards_from_ristretto_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_optional_points_from_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_points_from_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_ristretto_points(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/collect_scalars_from_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/lemma_sum_ristretto_edwards_equiv(),3,lemma
probe:curve25519-dalek/4.1.3/iterator_specs/specs/vec_to_edwards_iter(),5,external_assume
probe:curve25519-dalek/4.1.3/iterator_specs/specs/vec_to_optional_edwards_iter(),5,external_assume
"probe:curve25519-dalek/4.1.3/jacobi_quartic/lizard/&JacobiPoint#JacobiPoint<(Choice,/FieldElement)>#elligator_inv()",4,helper_exec
probe:curve25519-dalek/4.1.3/jacobi_quartic/lizard/&JacobiPoint#JacobiPoint<JacobiPoint>#dual(),4,helper_exec
probe:curve25519-dalek/4.1.3/jacobi_quartic/lizard/lemma_elligator_inv_spec_anchor(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_5_bytes_reconstruct(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_5_bytes_scale(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_6_bytes_reconstruct(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_boundary_byte_combines(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_byte_extraction_commutes_with_mod(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_byte_from_limb_shift(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_byte_sum_equals_limb_sum(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limb0_contribution_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limb1_contribution_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limb2_contribution_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limb3_contribution_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limb4_contribution_correctness(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_limbs_to_bytes(),3,lemma
probe:curve25519-dalek/4.1.3/limbs_to_bytes_lemmas/field_lemmas/lemmas/lemma_sum_equals_byte_nat(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_candidate_from_jq_spec(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_coset_bridge(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_decode_candidate_preimage(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_dp1_over_dm1_limbs_bounded_51(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_elligator_inv_algebraic(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_even_is_slot_in_coset(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_exec_ok_matches_spec_slot(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_h_equals_spec_lizard_fe_bytes(),3,lemma
probe:curve25519-dalek/4.1.3/lizard_lemmas/lemmas/lemma_invsqrt_bridge(),3,lemma
