function,module,link,has_spec,has_proof
"RistrettoPoint::conditional_select(&RistrettoPoint, &RistrettoPoint, Choice)",curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L2323,yes,yes
CompressedRistretto::zeroize(&self),curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L2445,yes,yes
RistrettoPoint::zeroize(&self),curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L2455,yes,yes
"RistrettoPoint::multiscalar_mul_verus(I, J)",curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L2017,yes,yes
"RistrettoPoint::optional_multiscalar_mul_verus(I, J)",curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L2071,yes,yes
Scalar52::zeroize(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L114,yes,yes
Scalar52::index(usize),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L126,yes,yes
"m(u64, u64)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L148,yes,yes
Scalar52::from_bytes(&[u8; 32]),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L164,yes,yes
Scalar52::from_bytes_wide(&[u8; 64]),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L235,yes,yes
Scalar52::as_bytes(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L505,yes,yes
"Scalar52::add(&Scalar52, &Scalar52)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L556,yes,yes
"Scalar52::sub(&Scalar52, &Scalar52)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L749,yes,yes
"Scalar52::mul_internal(&Scalar52, &Scalar52)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L940,yes,yes
Scalar52::square_internal(&Scalar52),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1000,yes,yes
Scalar52::montgomery_reduce(&[u128; 9]),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1114,yes,yes
"Scalar52::mul(&Scalar52, &Scalar52)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1725,yes,yes
Scalar52::square(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1812,yes,yes
"Scalar52::montgomery_mul(&Scalar52, &Scalar52)",curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1893,yes,yes
Scalar52::montgomery_square(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1942,yes,yes
Scalar52::as_montgomery(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1984,yes,yes
Scalar52::from_montgomery(&self),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L2023,yes,yes
FieldElement51::zeroize(&self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L131,yes,yes
FieldElement51::add_assign(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L174,yes,yes
FieldElement51::add(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L230,yes,yes
FieldElement51::sub_assign(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L290,yes,yes
FieldElement51::sub(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L335,yes,yes
FieldElement51::mul_assign(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L442,yes,yes
FieldElement51::mul(&FieldElement51),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L483,yes,yes
FieldElement51::neg(self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L656,yes,yes
"FieldElement51::conditional_assign(&FieldElement51, Choice)",curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L735,yes,yes
FieldElement51::from_limbs([u64; 5]),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L776,yes,yes
FieldElement51::negate(&self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L807,yes,yes
FieldElement51::reduce([u64; 5]),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L863,yes,yes
FieldElement51::as_bytes(&self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L1021,yes,yes
FieldElement51::pow2k(u32),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L1144,yes,yes
FieldElement51::square(&self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L1301,yes,yes
FieldElement51::square2(&self),curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L1324,yes,yes
"mul(&EdwardsPoint, &Scalar)",curve25519_dalek::backend::serial::scalar_mul::variable_base,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/scalar_mul/variable_base.rs#L29,yes,
"mul(&Scalar, &EdwardsPoint, &Scalar)",curve25519_dalek::backend::serial::scalar_mul::vartime_double_base,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/scalar_mul/vartime_double_base.rs#L43,yes,
"Straus::multiscalar_mul_verus(I, J)",curve25519_dalek::backend::serial::scalar_mul::straus,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/scalar_mul/straus.rs#L453,yes,
"Straus::optional_multiscalar_mul_verus(I, J)",curve25519_dalek::backend::serial::scalar_mul::straus,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/scalar_mul/straus.rs#L269,yes,
"Pippenger::optional_multiscalar_mul_verus(I, J)",curve25519_dalek::backend::serial::scalar_mul::pippenger,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/scalar_mul/pippenger.rs#L219,yes,
AffineNielsPoint::zeroize(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L212,yes,yes
ProjectiveNielsPoint::zeroize(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L242,yes,yes
ProjectiveNielsPoint::identity(),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L276,yes,yes
AffineNielsPoint::identity(),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L299,yes,yes
ProjectivePoint::is_valid(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L327,yes,
"ProjectiveNielsPoint::conditional_assign(&Self, Choice)",curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L438,yes,yes
"AffineNielsPoint::conditional_assign(&Self, Choice)",curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L516,yes,yes
ProjectivePoint::as_extended(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L559,yes,
CompletedPoint::as_projective(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L592,yes,yes
CompletedPoint::as_extended(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L719,yes,
ProjectivePoint::double(&self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L774,yes,
EdwardsPoint::add(&ProjectiveNielsPoint),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L925,yes,yes
EdwardsPoint::sub(&ProjectiveNielsPoint),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L1127,yes,yes
EdwardsPoint::add(&AffineNielsPoint),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L1314,yes,yes
EdwardsPoint::sub(&AffineNielsPoint),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L1486,yes,yes
ProjectiveNielsPoint::neg(self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L1646,yes,
AffineNielsPoint::neg(self),curve25519_dalek::backend::serial::curve_models,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/curve_models/mod.rs#L1708,yes,
"load8_at(&[u8], usize)",curve25519_dalek::backend::serial::u64::field,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/field.rs#L142,yes,yes
bot_half(u8),curve25519_dalek::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/scalar.rs#L2162,yes,yes
top_half(u8),curve25519_dalek::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/scalar.rs#L2182,yes,yes
"square_multiply(&mut UnpackedScalar, usize, &UnpackedScalar)",curve25519_dalek::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/scalar.rs#L3747,yes,yes
part1(u128),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1610,yes,yes
part2(u128),curve25519_dalek::backend::serial::u64::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/backend/serial/u64/scalar.rs#L1700,yes,yes
EdwardsBasepointTable::create(&EdwardsPoint),curve25519_dalek::edwards,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/edwards.rs#L3051,yes,yes
EdwardsBasepointTable::basepoint(&self),curve25519_dalek::edwards,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/edwards.rs#L3159,yes,yes
"EdwardsBasepointTable::mul_base(&self, &Scalar)",curve25519_dalek::edwards,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/edwards.rs#L3286,yes,yes
Scalar::sum(I),curve25519_dalek::scalar,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/scalar.rs#L1052,yes,yes
EdwardsPoint::sum(I),curve25519_dalek::edwards,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/edwards.rs#L2322,yes,yes
RistrettoPoint::sum(I),curve25519_dalek::ristretto,https://github.com/Beneficial-AI-Foundation/dalek-lite/blob/main/curve25519-dalek/src/ristretto.rs#L1732,yes,yes
